ICB plus Code,Commissioner / Provider Code,PCN,PCN Code,Practice,Practice Code,Items,Actual Cost,Year Month,BNF Chemical Substance,BNF Chemical Substance Code,List Size
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,BILLINGHAM & NORTON PCN,U94460,QUEENSTREE PRACTICE,A81014,216,612.3676653,202412,Salbutamol,0301011R0,4149
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,BILLINGHAM & NORTON PCN,U94460,QUEENSTREE PRACTICE,A81014,3,23.69193955,202412,Terbutaline sulphate,0301011V0,4149
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,BILLINGHAM & NORTON PCN,U94460,QUEENSTREE PRACTICE,A81014,207,599.1146855,202501,Salbutamol,0301011R0,4155
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,BILLINGHAM & NORTON PCN,U94460,QUEENSTREE PRACTICE,A81014,1,7.897251447,202501,Terbutaline sulphate,0301011V0,4155
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,BILLINGHAM & NORTON PCN,U94460,QUEENSTREE PRACTICE,A81014,192,514.0707533,202502,Salbutamol,0301011R0,4158
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,BILLINGHAM & NORTON PCN,U94460,QUEENSTREE PRACTICE,A81014,3,23.69153879,202502,Terbutaline sulphate,0301011V0,4158
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,BILLINGHAM & NORTON PCN,U94460,THE ROSEBERRY PRACTICE,A81610,259,659.5224471,202412,Salbutamol,0301011R0,7971
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,BILLINGHAM & NORTON PCN,U94460,THE ROSEBERRY PRACTICE,A81610,7,63.16610547,202412,Terbutaline sulphate,0301011V0,7971
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,BILLINGHAM & NORTON PCN,U94460,THE ROSEBERRY PRACTICE,A81610,273,898.8827184,202501,Salbutamol,0301011R0,7966
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,BILLINGHAM & NORTON PCN,U94460,THE ROSEBERRY PRACTICE,A81610,7,63.16561158,202501,Terbutaline sulphate,0301011V0,7966
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,BILLINGHAM & NORTON PCN,U94460,THE ROSEBERRY PRACTICE,A81610,230,1041.449437,202502,Salbutamol,0301011R0,7955
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,BILLINGHAM & NORTON PCN,U94460,THE ROSEBERRY PRACTICE,A81610,3,31.57631838,202502,Terbutaline sulphate,0301011V0,7955
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,BYTES PCN,U63844,EAGLESCLIFFE MEDICAL PRACTICE,A81039,268,697.5400835,202412,Salbutamol,0301011R0,12433
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,BYTES PCN,U63844,EAGLESCLIFFE MEDICAL PRACTICE,A81039,19,197.3584296,202412,Terbutaline sulphate,0301011V0,12433
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,BYTES PCN,U63844,EAGLESCLIFFE MEDICAL PRACTICE,A81039,396,1046.838283,202501,Salbutamol,0301011R0,12541
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,BYTES PCN,U63844,EAGLESCLIFFE MEDICAL PRACTICE,A81039,26,221.0982405,202501,Terbutaline sulphate,0301011V0,12541
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,BYTES PCN,U63844,EAGLESCLIFFE MEDICAL PRACTICE,A81039,381,1026.942649,202502,Salbutamol,0301011R0,12576
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,BYTES PCN,U63844,EAGLESCLIFFE MEDICAL PRACTICE,A81039,26,252.6353471,202502,Terbutaline sulphate,0301011V0,12576
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,BYTES PCN,U63844,PARK LANE SURGERY,A81066,124,353.2074959,202412,Salbutamol,0301011R0,5345
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,BYTES PCN,U63844,PARK LANE SURGERY,A81066,1,7.377280042,202412,Terbutaline sulphate,0301011V0,5345
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,BYTES PCN,U63844,PARK LANE SURGERY,A81066,119,268.8252936,202501,Salbutamol,0301011R0,5374
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,BYTES PCN,U63844,PARK LANE SURGERY,A81066,125,378.9984774,202502,Salbutamol,0301011R0,5409
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,BYTES PCN,U63844,PARK LANE SURGERY,A81066,1,7.897179596,202502,Terbutaline sulphate,0301011V0,5409
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,BYTES PCN,U63844,THORNABY & BARWICK MEDICAL GROUP,A81034,696,2013.141147,202412,Salbutamol,0301011R0,20961
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,BYTES PCN,U63844,THORNABY & BARWICK MEDICAL GROUP,A81034,46,426.355712,202412,Terbutaline sulphate,0301011V0,20961
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,BYTES PCN,U63844,THORNABY & BARWICK MEDICAL GROUP,A81034,721,1881.854717,202501,Salbutamol,0301011R0,20905
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,BYTES PCN,U63844,THORNABY & BARWICK MEDICAL GROUP,A81034,39,331.6473608,202501,Terbutaline sulphate,0301011V0,20905
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,BYTES PCN,U63844,THORNABY & BARWICK MEDICAL GROUP,A81034,624,1904.3673,202502,Salbutamol,0301011R0,20900
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,BYTES PCN,U63844,THORNABY & BARWICK MEDICAL GROUP,A81034,31,260.5821267,202502,Terbutaline sulphate,0301011V0,20900
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,BYTES PCN,U63844,YARM MEDICAL PRACTICE,A81027,362,964.5799926,202412,Salbutamol,0301011R0,14786
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,BYTES PCN,U63844,YARM MEDICAL PRACTICE,A81027,16,134.2419241,202412,Terbutaline sulphate,0301011V0,14786
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,BYTES PCN,U63844,YARM MEDICAL PRACTICE,A81027,341,985.0592419,202501,Salbutamol,0301011R0,14705
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,BYTES PCN,U63844,YARM MEDICAL PRACTICE,A81027,21,189.4968347,202501,Terbutaline sulphate,0301011V0,14705
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,BYTES PCN,U63844,YARM MEDICAL PRACTICE,A81027,319,1011.609717,202502,Salbutamol,0301011R0,14636
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,BYTES PCN,U63844,YARM MEDICAL PRACTICE,A81027,15,126.3424735,202502,Terbutaline sulphate,0301011V0,14636
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,CENTRAL MIDDLESBROUGH PCN,U55830,MARTONSIDE MEDICAL CENTRE,A81020,325,889.1747577,202412,Salbutamol,0301011R0,7911
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,CENTRAL MIDDLESBROUGH PCN,U55830,MARTONSIDE MEDICAL CENTRE,A81020,7,78.93593184,202412,Terbutaline sulphate,0301011V0,7911
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,CENTRAL MIDDLESBROUGH PCN,U55830,MARTONSIDE MEDICAL CENTRE,A81020,283,835.1000072,202501,Salbutamol,0301011R0,7910
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,CENTRAL MIDDLESBROUGH PCN,U55830,MARTONSIDE MEDICAL CENTRE,A81020,9,86.84496592,202501,Terbutaline sulphate,0301011V0,7910
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,CENTRAL MIDDLESBROUGH PCN,U55830,MARTONSIDE MEDICAL CENTRE,A81020,235,670.7325195,202502,Salbutamol,0301011R0,7911
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,CENTRAL MIDDLESBROUGH PCN,U55830,MARTONSIDE MEDICAL CENTRE,A81020,3,39.46109798,202502,Terbutaline sulphate,0301011V0,7911
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,CENTRAL MIDDLESBROUGH PCN,U55830,PARK SURGERY,A81016,478,1548.867164,202412,Salbutamol,0301011R0,12295
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,CENTRAL MIDDLESBROUGH PCN,U55830,PARK SURGERY,A81016,8,63.17850547,202412,Terbutaline sulphate,0301011V0,12295
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,CENTRAL MIDDLESBROUGH PCN,U55830,PARK SURGERY,A81016,513,1580.777286,202501,Salbutamol,0301011R0,12260
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,CENTRAL MIDDLESBROUGH PCN,U55830,PARK SURGERY,A81016,14,118.4463717,202501,Terbutaline sulphate,0301011V0,12260
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,CENTRAL MIDDLESBROUGH PCN,U55830,PARK SURGERY,A81016,430,1446.609456,202502,Salbutamol,0301011R0,12263
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,CENTRAL MIDDLESBROUGH PCN,U55830,PARK SURGERY,A81016,9,78.95939596,202502,Terbutaline sulphate,0301011V0,12263
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,CENTRAL MIDDLESBROUGH PCN,U55830,PROSPECT SURGERY,A81029,160,464.7819925,202412,Salbutamol,0301011R0,7295
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,CENTRAL MIDDLESBROUGH PCN,U55830,PROSPECT SURGERY,A81029,5,53.71740923,202412,Terbutaline sulphate,0301011V0,7295
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,CENTRAL MIDDLESBROUGH PCN,U55830,PROSPECT SURGERY,A81029,155,375.508272,202501,Salbutamol,0301011R0,7263
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,CENTRAL MIDDLESBROUGH PCN,U55830,PROSPECT SURGERY,A81029,10,96.37618658,202501,Terbutaline sulphate,0301011V0,7263
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,CENTRAL MIDDLESBROUGH PCN,U55830,PROSPECT SURGERY,A81029,155,380.7928879,202502,Salbutamol,0301011R0,7212
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,CENTRAL MIDDLESBROUGH PCN,U55830,PROSPECT SURGERY,A81029,5,56.8894115,202502,Terbutaline sulphate,0301011V0,7212
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,CENTRAL MIDDLESBROUGH PCN,U55830,THE DISCOVERY PRACTICE,A81064,316,999.9235763,202412,Salbutamol,0301011R0,8690
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,CENTRAL MIDDLESBROUGH PCN,U55830,THE DISCOVERY PRACTICE,A81064,17,150.0241505,202412,Terbutaline sulphate,0301011V0,8690
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,CENTRAL MIDDLESBROUGH PCN,U55830,THE DISCOVERY PRACTICE,A81064,311,955.3494548,202501,Salbutamol,0301011R0,8640
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,CENTRAL MIDDLESBROUGH PCN,U55830,THE DISCOVERY PRACTICE,A81064,12,110.5367203,202501,Terbutaline sulphate,0301011V0,8640
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,CENTRAL MIDDLESBROUGH PCN,U55830,THE DISCOVERY PRACTICE,A81064,309,886.2522283,202502,Salbutamol,0301011R0,8590
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,CENTRAL MIDDLESBROUGH PCN,U55830,THE DISCOVERY PRACTICE,A81064,10,86.85657556,202502,Terbutaline sulphate,0301011V0,8590
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,CENTRAL MIDDLESBROUGH PCN,U55830,THE ENDEAVOUR PRACTICE,A81023,299,1007.564871,202412,Salbutamol,0301011R0,8936
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,CENTRAL MIDDLESBROUGH PCN,U55830,THE ENDEAVOUR PRACTICE,A81023,6,63.15370547,202412,Terbutaline sulphate,0301011V0,8936
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,CENTRAL MIDDLESBROUGH PCN,U55830,THE ENDEAVOUR PRACTICE,A81023,251,979.0014926,202501,Salbutamol,0301011R0,8812
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,CENTRAL MIDDLESBROUGH PCN,U55830,THE ENDEAVOUR PRACTICE,A81023,5,55.25596013,202501,Terbutaline sulphate,0301011V0,8812
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,CENTRAL MIDDLESBROUGH PCN,U55830,THE ENDEAVOUR PRACTICE,A81023,232,944.0643189,202502,Salbutamol,0301011R0,8732
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,CENTRAL MIDDLESBROUGH PCN,U55830,THE ENDEAVOUR PRACTICE,A81023,4,39.47349798,202502,Terbutaline sulphate,0301011V0,8732
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,CENTRAL MIDDLESBROUGH PCN,U55830,THE ERIMUS PRACTICE,A81037,401,1090.358137,202412,Salbutamol,0301011R0,6762
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,CENTRAL MIDDLESBROUGH PCN,U55830,THE ERIMUS PRACTICE,A81037,7,55.28119229,202412,Terbutaline sulphate,0301011V0,6762
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,CENTRAL MIDDLESBROUGH PCN,U55830,THE ERIMUS PRACTICE,A81037,412,1152.354024,202501,Salbutamol,0301011R0,6700
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,CENTRAL MIDDLESBROUGH PCN,U55830,THE ERIMUS PRACTICE,A81037,8,63.17801158,202501,Terbutaline sulphate,0301011V0,6700
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,CENTRAL MIDDLESBROUGH PCN,U55830,THE ERIMUS PRACTICE,A81037,356,971.211262,202502,Salbutamol,0301011R0,6672
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,CENTRAL MIDDLESBROUGH PCN,U55830,THE ERIMUS PRACTICE,A81037,5,39.48589798,202502,Terbutaline sulphate,0301011V0,6672
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,CENTRAL MIDDLESBROUGH PCN,U55830,THORNTREE SURGERY,A81621,201,713.7366254,202412,Salbutamol,0301011R0,2727
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,CENTRAL MIDDLESBROUGH PCN,U55830,THORNTREE SURGERY,A81621,3,23.69193955,202412,Terbutaline sulphate,0301011V0,2727
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,CENTRAL MIDDLESBROUGH PCN,U55830,THORNTREE SURGERY,A81621,182,536.5012497,202501,Salbutamol,0301011R0,2747
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,CENTRAL MIDDLESBROUGH PCN,U55830,THORNTREE SURGERY,A81621,1,7.897251447,202501,Terbutaline sulphate,0301011V0,2747
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,CENTRAL MIDDLESBROUGH PCN,U55830,THORNTREE SURGERY,A81621,162,555.8130712,202502,Salbutamol,0301011R0,2757
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,CENTRAL MIDDLESBROUGH PCN,U55830,THORNTREE SURGERY,A81621,2,15.79435919,202502,Terbutaline sulphate,0301011V0,2757
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,DARLINGTON PCN,U45102,BLACKETTS MEDICAL PRACTICE,A83034,275,593.8704037,202412,Salbutamol,0301011R0,11338
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,DARLINGTON PCN,U45102,BLACKETTS MEDICAL PRACTICE,A83034,18,181.5762032,202412,Terbutaline sulphate,0301011V0,11338
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,DARLINGTON PCN,U45102,BLACKETTS MEDICAL PRACTICE,A83034,249,510.1293266,202501,Salbutamol,0301011R0,11379
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,DARLINGTON PCN,U45102,BLACKETTS MEDICAL PRACTICE,A83034,17,150.0229775,202501,Terbutaline sulphate,0301011V0,11379
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,DARLINGTON PCN,U45102,BLACKETTS MEDICAL PRACTICE,A83034,234,520.1297895,202502,Salbutamol,0301011R0,11380
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,DARLINGTON PCN,U45102,BLACKETTS MEDICAL PRACTICE,A83034,15,157.8815919,202502,Terbutaline sulphate,0301011V0,11380
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,DARLINGTON PCN,U45102,CARMEL MEDICAL PRACTICE,A83031,316,955.0423039,202412,Salbutamol,0301011R0,11621
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,DARLINGTON PCN,U45102,CARMEL MEDICAL PRACTICE,A83031,12,110.5375846,202412,Terbutaline sulphate,0301011V0,11621
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,DARLINGTON PCN,U45102,CARMEL MEDICAL PRACTICE,A83031,323,839.7456781,202501,Salbutamol,0301011R0,11617
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,DARLINGTON PCN,U45102,CARMEL MEDICAL PRACTICE,A83031,8,71.06286302,202501,Terbutaline sulphate,0301011V0,11617
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,DARLINGTON PCN,U45102,CARMEL MEDICAL PRACTICE,A83031,221,571.3249278,202502,Salbutamol,0301011R0,11646
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,DARLINGTON PCN,U45102,CARMEL MEDICAL PRACTICE,A83031,5,47.37067758,202502,Terbutaline sulphate,0301011V0,11646
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,DARLINGTON PCN,U45102,CLIFTON COURT MEDICAL PRACTICE,A83040,467,1513.706312,202412,Salbutamol,0301011R0,12286
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,DARLINGTON PCN,U45102,CLIFTON COURT MEDICAL PRACTICE,A83040,6,63.15370547,202412,Terbutaline sulphate,0301011V0,12286
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,DARLINGTON PCN,U45102,CLIFTON COURT MEDICAL PRACTICE,A83040,464,1250.686257,202501,Salbutamol,0301011R0,12256
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,DARLINGTON PCN,U45102,CLIFTON COURT MEDICAL PRACTICE,A83040,10,102.6270688,202501,Terbutaline sulphate,0301011V0,12256
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,DARLINGTON PCN,U45102,CLIFTON COURT MEDICAL PRACTICE,A83040,382,1093.77552,202502,Salbutamol,0301011R0,12261
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,DARLINGTON PCN,U45102,CLIFTON COURT MEDICAL PRACTICE,A83040,9,86.84417556,202502,Terbutaline sulphate,0301011V0,12261
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,DARLINGTON PCN,U45102,DENMARK STREET SURGERY,A83047,497,1179.799961,202412,Salbutamol,0301011R0,15107
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,DARLINGTON PCN,U45102,DENMARK STREET SURGERY,A83047,7,63.16610547,202412,Terbutaline sulphate,0301011V0,15107
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,DARLINGTON PCN,U45102,DENMARK STREET SURGERY,A83047,490,1327.767027,202501,Salbutamol,0301011R0,15122
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,DARLINGTON PCN,U45102,DENMARK STREET SURGERY,A83047,7,63.16561158,202501,Terbutaline sulphate,0301011V0,15122
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,DARLINGTON PCN,U45102,DENMARK STREET SURGERY,A83047,430,1179.714054,202502,Salbutamol,0301011R0,15095
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,DARLINGTON PCN,U45102,DENMARK STREET SURGERY,A83047,9,78.95939596,202502,Terbutaline sulphate,0301011V0,15095
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,DARLINGTON PCN,U45102,MIDDLETON AND DINSDALE MEDICAL PRACTICE,A83070,144,272.7220278,202412,Salbutamol,0301011R0,5900
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,DARLINGTON PCN,U45102,MIDDLETON AND DINSDALE MEDICAL PRACTICE,A83070,7,91.6277921,202412,Terbutaline sulphate,0301011V0,5900
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,DARLINGTON PCN,U45102,MIDDLETON AND DINSDALE MEDICAL PRACTICE,A83070,149,301.5803285,202501,Salbutamol,0301011R0,5887
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,DARLINGTON PCN,U45102,MIDDLETON AND DINSDALE MEDICAL PRACTICE,A83070,4,67.93532101,202501,Terbutaline sulphate,0301011V0,5887
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,DARLINGTON PCN,U45102,MIDDLETON AND DINSDALE MEDICAL PRACTICE,A83070,157,299.0197649,202502,Salbutamol,0301011R0,5898
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,DARLINGTON PCN,U45102,MIDDLETON AND DINSDALE MEDICAL PRACTICE,A83070,8,99.52342079,202502,Terbutaline sulphate,0301011V0,5898
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,DARLINGTON PCN,U45102,MOORLANDS SURGERY,A83010,454,1455.185244,202412,Salbutamol,0301011R0,13235
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,DARLINGTON PCN,U45102,MOORLANDS SURGERY,A83010,9,86.84564503,202412,Terbutaline sulphate,0301011V0,13235
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,DARLINGTON PCN,U45102,MOORLANDS SURGERY,A83010,490,1428.802611,202501,Salbutamol,0301011R0,13233
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,DARLINGTON PCN,U45102,MOORLANDS SURGERY,A83010,13,110.5491203,202501,Terbutaline sulphate,0301011V0,13233
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,DARLINGTON PCN,U45102,MOORLANDS SURGERY,A83010,353,987.8815982,202502,Salbutamol,0301011R0,13246
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,DARLINGTON PCN,U45102,MOORLANDS SURGERY,A83010,2,15.79435919,202502,Terbutaline sulphate,0301011V0,13246
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,DARLINGTON PCN,U45102,NEASHAM ROAD SURGERY,A83013,505,1546.549217,202412,Salbutamol,0301011R0,13353
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,DARLINGTON PCN,U45102,NEASHAM ROAD SURGERY,A83013,11,86.87044503,202412,Terbutaline sulphate,0301011V0,13353
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,DARLINGTON PCN,U45102,NEASHAM ROAD SURGERY,A83013,494,1652.302172,202501,Salbutamol,0301011R0,13366
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,DARLINGTON PCN,U45102,NEASHAM ROAD SURGERY,A83013,9,137.422013,202501,Terbutaline sulphate,0301011V0,13366
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,DARLINGTON PCN,U45102,NEASHAM ROAD SURGERY,A83013,420,1300.828268,202502,Salbutamol,0301011R0,13361
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,DARLINGTON PCN,U45102,NEASHAM ROAD SURGERY,A83013,8,63.17743677,202502,Terbutaline sulphate,0301011V0,13361
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,DARLINGTON PCN,U45102,ORCHARD COURT SURGERY,A83006,277,634.0384057,202412,Salbutamol,0301011R0,8604
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),16C00,DARLINGTON PCN,U45102,ORCHARD COURT SURGERY,A83006,6,55.26879229,202412,Terbutaline sulphate,0301011V0,8604
