date,sicbl,pcn,pcn_code,practice,practice_code,list_size,antidepressant_items,antidepressant_items_per_patient,antidepressant_patients,hrt_items,hrt_items_per_patient,hrt_patients,pct_patients_on_hrt,imd_score
202407,13T,NEWCASTLE EAST PCN,U17849,ST.ANTHONY'S HEALTH CENTRE,A86040,2007,380,189.3373194,253,31,15.44593921,17,0.8,79.3
202408,13T,NEWCASTLE EAST PCN,U17849,ST.ANTHONY'S HEALTH CENTRE,A86040,2003,328,163.7543684,219,23,11.48277584,13,0.6,79.3
202409,13T,NEWCASTLE EAST PCN,U17849,ST.ANTHONY'S HEALTH CENTRE,A86040,2007,396,197.309417,264,22,10.96163428,12,0.6,79.3
202410,13T,NEWCASTLE EAST PCN,U17849,ST.ANTHONY'S HEALTH CENTRE,A86040,2008,356,177.2908367,237,22,10.9561753,12,0.6,79.3
202411,13T,NEWCASTLE EAST PCN,U17849,ST.ANTHONY'S HEALTH CENTRE,A86040,2008,369,183.7649402,246,20,9.960159363,11,0.5,79.3
202412,13T,NEWCASTLE EAST PCN,U17849,ST.ANTHONY'S HEALTH CENTRE,A86040,2013,322,159.9602583,215,28,13.90958768,16,0.8,79.3
202501,13T,NEWCASTLE EAST PCN,U17849,ST.ANTHONY'S HEALTH CENTRE,A86040,2008,371,184.7609562,247,26,12.94820717,14,0.7,79.3
202301,13T,GATESHEAD INNER WEST PCN,U33691,SUNNISIDE SURGERY,A85617,1117,143,128.0214861,95,30,26.85765443,17,1.5,7.7
202302,13T,GATESHEAD INNER WEST PCN,U33691,SUNNISIDE SURGERY,A85617,1117,121,108.3258729,81,33,29.54341987,18,1.6,7.7
202303,13T,GATESHEAD INNER WEST PCN,U33691,SUNNISIDE SURGERY,A85617,1118,141,126.118068,94,26,23.25581395,14,1.3,7.7
202304,13T,GATESHEAD INNER WEST PCN,U33691,SUNNISIDE SURGERY,A85617,1123,124,110.4185218,83,22,19.5903829,12,1.1,7.7
202305,13T,GATESHEAD INNER WEST PCN,U33691,SUNNISIDE SURGERY,A85617,1125,139,123.5555556,93,25,22.22222222,14,1.2,7.7
202306,13T,GATESHEAD INNER WEST PCN,U33691,SUNNISIDE SURGERY,A85617,1128,122,108.1560284,81,27,23.93617021,15,1.3,7.7
202307,13T,GATESHEAD INNER WEST PCN,U33691,SUNNISIDE SURGERY,A85617,1127,117,103.8154392,78,28,24.8447205,16,1.4,7.7
202308,13T,GATESHEAD INNER WEST PCN,U33691,SUNNISIDE SURGERY,A85617,1127,118,104.7027507,79,22,19.52085182,12,1.1,7.7
202309,13T,GATESHEAD INNER WEST PCN,U33691,SUNNISIDE SURGERY,A85617,1126,134,119.0053286,89,32,28.41918295,18,1.6,7.7
202310,13T,GATESHEAD INNER WEST PCN,U33691,SUNNISIDE SURGERY,A85617,1123,115,102.4042743,77,27,24.04274265,15,1.3,7.7
202311,13T,GATESHEAD INNER WEST PCN,U33691,SUNNISIDE SURGERY,A85617,1126,134,119.0053286,89,31,27.53108348,17,1.5,7.7
202312,13T,GATESHEAD INNER WEST PCN,U33691,SUNNISIDE SURGERY,A85617,1125,153,136,102,29,25.77777778,16,1.4,7.7
202401,13T,GATESHEAD INNER WEST PCN,U33691,SUNNISIDE SURGERY,A85617,1133,133,117.3874669,89,33,29.12621359,18,1.6,7.7
202402,13T,GATESHEAD INNER WEST PCN,U33691,SUNNISIDE SURGERY,A85617,1133,125,110.3265666,83,27,23.83053839,15,1.3,7.7
202403,13T,GATESHEAD INNER WEST PCN,U33691,SUNNISIDE SURGERY,A85617,1137,131,115.2154793,87,31,27.26473175,17,1.5,7.7
202404,13T,GATESHEAD INNER WEST PCN,U33691,SUNNISIDE SURGERY,A85617,1137,128,112.5769569,85,26,22.86719437,14,1.2,7.7
202405,13T,GATESHEAD INNER WEST PCN,U33691,SUNNISIDE SURGERY,A85617,1136,137,120.5985915,91,33,29.04929577,18,1.6,7.7
202406,13T,GATESHEAD INNER WEST PCN,U33691,SUNNISIDE SURGERY,A85617,1139,122,107.1115013,81,27,23.70500439,15,1.3,7.7
202407,13T,GATESHEAD INNER WEST PCN,U33691,SUNNISIDE SURGERY,A85617,1142,143,125.2189142,95,35,30.64798599,19,1.7,7.7
202408,13T,GATESHEAD INNER WEST PCN,U33691,SUNNISIDE SURGERY,A85617,1140,128,112.2807018,85,33,28.94736842,18,1.6,7.7
202409,13T,GATESHEAD INNER WEST PCN,U33691,SUNNISIDE SURGERY,A85617,1141,111,97.28308501,74,24,21.03418054,13,1.1,7.7
202410,13T,GATESHEAD INNER WEST PCN,U33691,SUNNISIDE SURGERY,A85617,1144,122,106.6433566,81,20,17.48251748,11,1,7.7
202411,13T,GATESHEAD INNER WEST PCN,U33691,SUNNISIDE SURGERY,A85617,1145,110,96.069869,73,18,15.72052402,10,0.9,7.7
202412,13T,GATESHEAD INNER WEST PCN,U33691,SUNNISIDE SURGERY,A85617,1148,120,104.5296167,80,25,21.77700348,14,1.2,7.7
202501,13T,GATESHEAD INNER WEST PCN,U33691,SUNNISIDE SURGERY,A85617,1151,139,120.7645526,93,21,18.24500434,12,1,7.7
202301,13T,GATESHEAD INNER WEST PCN,U33691,TEAMS MEDICAL PRACTICE,A85023,1695,277,163.4218289,185,11,6.489675516,6,0.4,32.24
202302,13T,GATESHEAD INNER WEST PCN,U33691,TEAMS MEDICAL PRACTICE,A85023,1694,263,155.2538371,175,17,10.03541913,9,0.5,32.24
202303,13T,GATESHEAD INNER WEST PCN,U33691,TEAMS MEDICAL PRACTICE,A85023,1698,283,166.6666667,189,21,12.36749117,12,0.7,32.24
202304,13T,GATESHEAD INNER WEST PCN,U33691,TEAMS MEDICAL PRACTICE,A85023,1695,280,165.1917404,187,21,12.38938053,12,0.7,32.24
202305,13T,GATESHEAD INNER WEST PCN,U33691,TEAMS MEDICAL PRACTICE,A85023,1691,294,173.8616203,196,15,8.870490834,8,0.5,32.24
202306,13T,GATESHEAD INNER WEST PCN,U33691,TEAMS MEDICAL PRACTICE,A85023,1688,304,180.0947867,203,19,11.25592417,11,0.7,32.24
202307,13T,GATESHEAD INNER WEST PCN,U33691,TEAMS MEDICAL PRACTICE,A85023,1684,294,174.584323,196,26,15.43942993,14,0.8,32.24
202308,13T,GATESHEAD INNER WEST PCN,U33691,TEAMS MEDICAL PRACTICE,A85023,1684,324,192.3990499,216,19,11.28266033,11,0.7,32.24
202309,13T,GATESHEAD INNER WEST PCN,U33691,TEAMS MEDICAL PRACTICE,A85023,1683,332,197.2667855,221,23,13.66607249,13,0.8,32.24
202310,13T,GATESHEAD INNER WEST PCN,U33691,TEAMS MEDICAL PRACTICE,A85023,1679,262,156.045265,175,24,14.29422275,13,0.8,32.24
202311,13T,GATESHEAD INNER WEST PCN,U33691,TEAMS MEDICAL PRACTICE,A85023,1675,298,177.9104478,199,14,8.358208955,8,0.5,32.24
202312,13T,GATESHEAD INNER WEST PCN,U33691,TEAMS MEDICAL PRACTICE,A85023,1668,281,168.4652278,187,25,14.98800959,14,0.8,32.24
202401,13T,GATESHEAD INNER WEST PCN,U33691,TEAMS MEDICAL PRACTICE,A85023,1667,288,172.7654469,192,23,13.79724055,13,0.8,32.24
202402,13T,GATESHEAD INNER WEST PCN,U33691,TEAMS MEDICAL PRACTICE,A85023,1663,307,184.6061335,205,15,9.019843656,8,0.5,32.24
202403,13T,GATESHEAD INNER WEST PCN,U33691,TEAMS MEDICAL PRACTICE,A85023,1665,309,185.5855856,206,19,11.41141141,11,0.7,32.24
202404,13T,GATESHEAD INNER WEST PCN,U33691,TEAMS MEDICAL PRACTICE,A85023,1666,329,197.4789916,219,23,13.80552221,13,0.8,32.24
202405,13T,GATESHEAD INNER WEST PCN,U33691,TEAMS MEDICAL PRACTICE,A85023,1661,325,195.6652619,217,22,13.24503311,12,0.7,32.24
202406,13T,GATESHEAD INNER WEST PCN,U33691,TEAMS MEDICAL PRACTICE,A85023,1657,294,177.4290887,196,22,13.27700664,12,0.7,32.24
202407,13T,GATESHEAD INNER WEST PCN,U33691,TEAMS MEDICAL PRACTICE,A85023,1655,302,182.4773414,201,16,9.667673716,9,0.5,32.24
202408,13T,GATESHEAD INNER WEST PCN,U33691,TEAMS MEDICAL PRACTICE,A85023,1649,293,177.6834445,195,23,13.94784718,13,0.8,32.24
202409,13T,GATESHEAD INNER WEST PCN,U33691,TEAMS MEDICAL PRACTICE,A85023,1644,273,166.0583942,182,17,10.3406326,9,0.5,32.24
202410,13T,GATESHEAD INNER WEST PCN,U33691,TEAMS MEDICAL PRACTICE,A85023,1645,310,188.449848,207,11,6.686930091,6,0.4,32.24
202411,13T,GATESHEAD INNER WEST PCN,U33691,TEAMS MEDICAL PRACTICE,A85023,1643,296,180.1582471,197,26,15.82471089,14,0.9,32.24
202412,13T,GATESHEAD INNER WEST PCN,U33691,TEAMS MEDICAL PRACTICE,A85023,1641,318,193.7842779,212,13,7.921998781,7,0.4,32.24
202501,13T,GATESHEAD INNER WEST PCN,U33691,TEAMS MEDICAL PRACTICE,A85023,1637,338,206.4752596,225,14,8.552229688,8,0.5,32.24
202301,13T,BIRTLEY AND CENTRAL GATESHEAD PCN,U76028,THE BRIDGES MEDICAL PRACTICE,A85614,1966,108,54.93387589,72,15,7.629704985,8,0.4,34.29
202302,13T,BIRTLEY AND CENTRAL GATESHEAD PCN,U76028,THE BRIDGES MEDICAL PRACTICE,A85614,1989,88,44.24333836,59,14,7.038712921,8,0.4,34.29
202303,13T,BIRTLEY AND CENTRAL GATESHEAD PCN,U76028,THE BRIDGES MEDICAL PRACTICE,A85614,2153,106,49.2336275,71,17,7.895959127,9,0.4,34.29
202304,13T,BIRTLEY AND CENTRAL GATESHEAD PCN,U76028,THE BRIDGES MEDICAL PRACTICE,A85614,2165,119,54.96535797,79,14,6.466512702,8,0.4,34.29
202305,13T,BIRTLEY AND CENTRAL GATESHEAD PCN,U76028,THE BRIDGES MEDICAL PRACTICE,A85614,2167,126,58.14490078,84,29,13.38255653,16,0.7,34.29
202306,13T,BIRTLEY AND CENTRAL GATESHEAD PCN,U76028,THE BRIDGES MEDICAL PRACTICE,A85614,2173,139,63.96686608,93,14,6.442705936,8,0.4,34.29
202307,13T,BIRTLEY AND CENTRAL GATESHEAD PCN,U76028,THE BRIDGES MEDICAL PRACTICE,A85614,2184,119,54.48717949,79,25,11.44688645,14,0.6,34.29
202308,13T,BIRTLEY AND CENTRAL GATESHEAD PCN,U76028,THE BRIDGES MEDICAL PRACTICE,A85614,2184,146,66.84981685,97,24,10.98901099,13,0.6,34.29
202309,13T,BIRTLEY AND CENTRAL GATESHEAD PCN,U76028,THE BRIDGES MEDICAL PRACTICE,A85614,2249,120,53.35704758,80,24,10.67140952,13,0.6,34.29
202310,13T,BIRTLEY AND CENTRAL GATESHEAD PCN,U76028,THE BRIDGES MEDICAL PRACTICE,A85614,2276,142,62.39015817,95,19,8.34797891,11,0.5,34.29
202311,13T,BIRTLEY AND CENTRAL GATESHEAD PCN,U76028,THE BRIDGES MEDICAL PRACTICE,A85614,2306,137,59.41023417,91,17,7.372072853,9,0.4,34.29
202312,13T,BIRTLEY AND CENTRAL GATESHEAD PCN,U76028,THE BRIDGES MEDICAL PRACTICE,A85614,2305,146,63.34056399,97,24,10.41214751,13,0.6,34.29
202401,13T,BIRTLEY AND CENTRAL GATESHEAD PCN,U76028,THE BRIDGES MEDICAL PRACTICE,A85614,2316,142,61.31260794,95,25,10.79447323,14,0.6,34.29
202402,13T,BIRTLEY AND CENTRAL GATESHEAD PCN,U76028,THE BRIDGES MEDICAL PRACTICE,A85614,2325,150,64.51612903,100,24,10.32258065,13,0.6,34.29
202403,13T,BIRTLEY AND CENTRAL GATESHEAD PCN,U76028,THE BRIDGES MEDICAL PRACTICE,A85614,2336,147,62.92808219,98,18,7.705479452,10,0.4,34.29
202404,13T,BIRTLEY AND CENTRAL GATESHEAD PCN,U76028,THE BRIDGES MEDICAL PRACTICE,A85614,2343,146,62.31327358,97,18,7.682458387,10,0.4,34.29
202405,13T,BIRTLEY AND CENTRAL GATESHEAD PCN,U76028,THE BRIDGES MEDICAL PRACTICE,A85614,2347,151,64.33745207,101,24,10.2258202,13,0.6,34.29
202406,13T,BIRTLEY AND CENTRAL GATESHEAD PCN,U76028,THE BRIDGES MEDICAL PRACTICE,A85614,2354,151,64.14613424,101,22,9.345794393,12,0.5,34.29
202407,13T,BIRTLEY AND CENTRAL GATESHEAD PCN,U76028,THE BRIDGES MEDICAL PRACTICE,A85614,2351,140,59.54912803,93,32,13.61122926,18,0.8,34.29
202408,13T,BIRTLEY AND CENTRAL GATESHEAD PCN,U76028,THE BRIDGES MEDICAL PRACTICE,A85614,2362,144,60.96528366,96,17,7.197290432,9,0.4,34.29
202409,13T,BIRTLEY AND CENTRAL GATESHEAD PCN,U76028,THE BRIDGES MEDICAL PRACTICE,A85614,2405,135,56.13305613,90,21,8.731808732,12,0.5,34.29
202410,13T,BIRTLEY AND CENTRAL GATESHEAD PCN,U76028,THE BRIDGES MEDICAL PRACTICE,A85614,2433,152,62.47431155,101,23,9.453349774,13,0.5,34.29
202411,13T,BIRTLEY AND CENTRAL GATESHEAD PCN,U76028,THE BRIDGES MEDICAL PRACTICE,A85614,2436,136,55.82922824,91,23,9.441707718,13,0.5,34.29
202412,13T,BIRTLEY AND CENTRAL GATESHEAD PCN,U76028,THE BRIDGES MEDICAL PRACTICE,A85614,2447,137,55.98692276,91,28,11.44258275,16,0.7,34.29
202501,13T,BIRTLEY AND CENTRAL GATESHEAD PCN,U76028,THE BRIDGES MEDICAL PRACTICE,A85614,2450,150,61.2244898,100,19,7.755102041,11,0.4,34.29
202301,13T,JESMOND - LOWER GOSFORTH PCN,U34146,THE GROVE MEDICAL GROUP,A86018,3846,320,83.20332813,213,103,26.78107124,57,1.5,4.6
202302,13T,JESMOND - LOWER GOSFORTH PCN,U34146,THE GROVE MEDICAL GROUP,A86018,3861,277,71.74307174,185,81,20.97902098,45,1.2,4.6
202303,13T,JESMOND - LOWER GOSFORTH PCN,U34146,THE GROVE MEDICAL GROUP,A86018,3889,353,90.76883518,235,89,22.88506043,49,1.3,4.6
202304,13T,JESMOND - LOWER GOSFORTH PCN,U34146,THE GROVE MEDICAL GROUP,A86018,3898,276,70.8055413,184,98,25.141098,54,1.4,4.6
202305,13T,JESMOND - LOWER GOSFORTH PCN,U34146,THE GROVE MEDICAL GROUP,A86018,3894,329,84.48895737,219,121,31.07344633,67,1.7,4.6
202306,13T,JESMOND - LOWER GOSFORTH PCN,U34146,THE GROVE MEDICAL GROUP,A86018,3907,308,78.83286409,205,101,25.8510366,56,1.4,4.6
202307,13T,JESMOND - LOWER GOSFORTH PCN,U34146,THE GROVE MEDICAL GROUP,A86018,3909,274,70.09465336,183,118,30.18674853,66,1.7,4.6
202308,13T,JESMOND - LOWER GOSFORTH PCN,U34146,THE GROVE MEDICAL GROUP,A86018,3909,272,69.58301356,181,118,30.18674853,66,1.7,4.6
202309,13T,JESMOND - LOWER GOSFORTH PCN,U34146,THE GROVE MEDICAL GROUP,A86018,3922,269,68.58745538,179,133,33.91126976,74,1.9,4.6
202310,13T,JESMOND - LOWER GOSFORTH PCN,U34146,THE GROVE MEDICAL GROUP,A86018,3936,254,64.53252033,169,105,26.67682927,58,1.5,4.6
202311,13T,JESMOND - LOWER GOSFORTH PCN,U34146,THE GROVE MEDICAL GROUP,A86018,3932,267,67.90437436,178,117,29.75584944,65,1.7,4.6
202312,13T,JESMOND - LOWER GOSFORTH PCN,U34146,THE GROVE MEDICAL GROUP,A86018,3959,266,67.18868401,177,137,34.60469816,76,1.9,4.6
202401,13T,JESMOND - LOWER GOSFORTH PCN,U34146,THE GROVE MEDICAL GROUP,A86018,3959,294,74.26117706,196,105,26.52184895,58,1.5,4.6
202402,13T,JESMOND - LOWER GOSFORTH PCN,U34146,THE GROVE MEDICAL GROUP,A86018,3970,264,66.49874055,176,109,27.4559194,61,1.5,4.6
202403,13T,JESMOND - LOWER GOSFORTH PCN,U34146,THE GROVE MEDICAL GROUP,A86018,3970,254,63.97984887,169,119,29.97481108,66,1.7,4.6
202404,13T,JESMOND - LOWER GOSFORTH PCN,U34146,THE GROVE MEDICAL GROUP,A86018,3969,236,59.46082137,157,118,29.73041068,66,1.7,4.6
202405,13T,JESMOND - LOWER GOSFORTH PCN,U34146,THE GROVE MEDICAL GROUP,A86018,3982,238,59.76896032,159,112,28.12656956,62,1.6,4.6
202406,13T,JESMOND - LOWER GOSFORTH PCN,U34146,THE GROVE MEDICAL GROUP,A86018,3980,199,50,133,104,26.13065327,58,1.5,4.6
202407,13T,JESMOND - LOWER GOSFORTH PCN,U34146,THE GROVE MEDICAL GROUP,A86018,3986,211,52.93527346,141,122,30.60712494,68,1.7,4.6
202408,13T,JESMOND - LOWER GOSFORTH PCN,U34146,THE GROVE MEDICAL GROUP,A86018,3984,219,54.96987952,146,104,26.10441767,58,1.5,4.6
202409,13T,JESMOND - LOWER GOSFORTH PCN,U34146,THE GROVE MEDICAL GROUP,A86018,3974,287,72.21942627,191,99,24.91192753,55,1.4,4.6
202410,13T,JESMOND - LOWER GOSFORTH PCN,U34146,THE GROVE MEDICAL GROUP,A86018,3984,293,73.54417671,195,116,29.11646586,64,1.6,4.6
202411,13T,JESMOND - LOWER GOSFORTH PCN,U34146,THE GROVE MEDICAL GROUP,A86018,3980,306,76.88442211,204,107,26.88442211,59,1.5,4.6
202412,13T,JESMOND - LOWER GOSFORTH PCN,U34146,THE GROVE MEDICAL GROUP,A86018,3982,343,86.13761929,229,105,26.36865897,58,1.5,4.6
202501,13T,JESMOND - LOWER GOSFORTH PCN,U34146,THE GROVE MEDICAL GROUP,A86018,3970,362,91.18387909,241,119,29.97481108,66,1.7,4.6
202301,13T,NEWCASTLE EAST PCN,U17849,THORNFIELD MEDICAL GROUP,A86029,6003,654,108.9455272,436,40,6.663334999,22,0.4,71.36
202302,13T,NEWCASTLE EAST PCN,U17849,THORNFIELD MEDICAL GROUP,A86029,6007,557,92.72515399,371,41,6.825370401,23,0.4,71.36
202303,13T,NEWCASTLE EAST PCN,U17849,THORNFIELD MEDICAL GROUP,A86029,5999,674,112.3520587,449,43,7.16786131,24,0.4,71.36
202304,13T,NEWCASTLE EAST PCN,U17849,THORNFIELD MEDICAL GROUP,A86029,5985,592,98.91395155,395,38,6.349206349,21,0.4,71.36
202305,13T,NEWCASTLE EAST PCN,U17849,THORNFIELD MEDICAL GROUP,A86029,5963,636,106.6577226,424,44,7.378836156,24,0.4,71.36
202306,13T,NEWCASTLE EAST PCN,U17849,THORNFIELD MEDICAL GROUP,A86029,5949,639,107.4130106,426,39,6.555723651,22,0.4,71.36
202307,13T,NEWCASTLE EAST PCN,U17849,THORNFIELD MEDICAL GROUP,A86029,5931,578,97.45405497,385,44,7.418647783,24,0.4,71.36
202308,13T,NEWCASTLE EAST PCN,U17849,THORNFIELD MEDICAL GROUP,A86029,5931,628,105.8843365,419,47,7.924464677,26,0.4,71.36
202309,13T,NEWCASTLE EAST PCN,U17849,THORNFIELD MEDICAL GROUP,A86029,6050,611,100.9917355,407,47,7.768595041,26,0.4,71.36
202310,13T,NEWCASTLE EAST PCN,U17849,THORNFIELD MEDICAL GROUP,A86029,6151,590,95.91936271,393,52,8.453909933,29,0.5,71.36
202311,13T,NEWCASTLE EAST PCN,U17849,THORNFIELD MEDICAL GROUP,A86029,6150,641,104.2276423,427,45,7.317073171,25,0.4,71.36
202312,13T,NEWCASTLE EAST PCN,U17849,THORNFIELD MEDICAL GROUP,A86029,6144,669,108.8867188,446,48,7.8125,27,0.4,71.36
202401,13T,NEWCASTLE EAST PCN,U17849,THORNFIELD MEDICAL GROUP,A86029,6104,642,105.1769332,428,29,4.750982962,16,0.3,71.36
202402,13T,NEWCASTLE EAST PCN,U17849,THORNFIELD MEDICAL GROUP,A86029,6117,641,104.7899297,427,69,11.28003923,38,0.6,71.36
202403,13T,NEWCASTLE EAST PCN,U17849,THORNFIELD MEDICAL GROUP,A86029,6112,586,95.87696335,391,47,7.689790576,26,0.4,71.36
202404,13T,NEWCASTLE EAST PCN,U17849,THORNFIELD MEDICAL GROUP,A86029,6099,581,95.26151828,387,56,9.181833087,31,0.5,71.36
202405,13T,NEWCASTLE EAST PCN,U17849,THORNFIELD MEDICAL GROUP,A86029,6067,688,113.4003626,459,51,8.406131531,28,0.5,71.36
202406,13T,NEWCASTLE EAST PCN,U17849,THORNFIELD MEDICAL GROUP,A86029,6040,608,100.6622517,405,47,7.781456954,26,0.4,71.36
202407,13T,NEWCASTLE EAST PCN,U17849,THORNFIELD MEDICAL GROUP,A86029,6015,603,100.2493766,402,52,8.645054032,29,0.5,71.36
202408,13T,NEWCASTLE EAST PCN,U17849,THORNFIELD MEDICAL GROUP,A86029,5974,620,103.7830599,413,37,6.193505189,21,0.4,71.36
202409,13T,NEWCASTLE EAST PCN,U17849,THORNFIELD MEDICAL GROUP,A86029,6025,627,104.06639,418,44,7.302904564,24,0.4,71.36
202410,13T,NEWCASTLE EAST PCN,U17849,THORNFIELD MEDICAL GROUP,A86029,6134,657,107.1079231,438,51,8.314313662,28,0.5,71.36
202411,13T,NEWCASTLE EAST PCN,U17849,THORNFIELD MEDICAL GROUP,A86029,6138,597,97.2629521,398,43,7.005539264,24,0.4,71.36
202412,13T,NEWCASTLE EAST PCN,U17849,THORNFIELD MEDICAL GROUP,A86029,6137,656,106.8926185,437,54,8.799087502,30,0.5,71.36
202501,13T,NEWCASTLE EAST PCN,U17849,THORNFIELD MEDICAL GROUP,A86029,6127,682,111.3105925,455,38,6.202056471,21,0.3,71.36
202301,13T,NEWCASTLE OUTER WEST PCN,U87170,THROCKLEY PRIMARY CARE CENTRE,A86026,2095,306,146.0620525,204,33,15.75178998,18,0.9,47.84
202302,13T,NEWCASTLE OUTER WEST PCN,U87170,THROCKLEY PRIMARY CARE CENTRE,A86026,2102,271,128.9248335,181,19,9.039010466,11,0.5,47.84
202303,13T,NEWCASTLE OUTER WEST PCN,U87170,THROCKLEY PRIMARY CARE CENTRE,A86026,2108,303,143.7381404,202,37,17.55218216,21,1,47.84
202304,13T,NEWCASTLE OUTER WEST PCN,U87170,THROCKLEY PRIMARY CARE CENTRE,A86026,2117,323,152.5743977,215,35,16.53282948,19,0.9,47.84
202305,13T,NEWCASTLE OUTER WEST PCN,U87170,THROCKLEY PRIMARY CARE CENTRE,A86026,2122,348,163.99623,232,32,15.0801131,18,0.8,47.84
202306,13T,NEWCASTLE OUTER WEST PCN,U87170,THROCKLEY PRIMARY CARE CENTRE,A86026,2128,289,135.8082707,193,36,16.91729323,20,0.9,47.84
202307,13T,NEWCASTLE OUTER WEST PCN,U87170,THROCKLEY PRIMARY CARE CENTRE,A86026,2130,350,164.3192488,233,34,15.96244131,19,0.9,47.84
202308,13T,NEWCASTLE OUTER WEST PCN,U87170,THROCKLEY PRIMARY CARE CENTRE,A86026,2130,325,152.5821596,217,21,9.85915493,12,0.6,47.84
202309,13T,NEWCASTLE OUTER WEST PCN,U87170,THROCKLEY PRIMARY CARE CENTRE,A86026,2130,371,174.1784038,247,28,13.14553991,16,0.8,47.84
202310,13T,NEWCASTLE OUTER WEST PCN,U87170,THROCKLEY PRIMARY CARE CENTRE,A86026,2130,327,153.5211268,218,32,15.02347418,18,0.8,47.84
202311,13T,NEWCASTLE OUTER WEST PCN,U87170,THROCKLEY PRIMARY CARE CENTRE,A86026,2137,322,150.6785213,215,29,13.57042583,16,0.7,47.84
202312,13T,NEWCASTLE OUTER WEST PCN,U87170,THROCKLEY PRIMARY CARE CENTRE,A86026,2147,309,143.9217513,206,32,14.90451793,18,0.8,47.84
202401,13T,NEWCASTLE OUTER WEST PCN,U87170,THROCKLEY PRIMARY CARE CENTRE,A86026,2152,332,154.2750929,221,37,17.19330855,21,1,47.84
202402,13T,NEWCASTLE OUTER WEST PCN,U87170,THROCKLEY PRIMARY CARE CENTRE,A86026,2159,363,168.1333951,242,43,19.91662807,24,1.1,47.84
202403,13T,NEWCASTLE OUTER WEST PCN,U87170,THROCKLEY PRIMARY CARE CENTRE,A86026,2168,313,144.3726937,209,33,15.22140221,18,0.8,47.84
202404,13T,NEWCASTLE OUTER WEST PCN,U87170,THROCKLEY PRIMARY CARE CENTRE,A86026,2172,368,169.4290976,245,30,13.8121547,17,0.8,47.84
202405,13T,NEWCASTLE OUTER WEST PCN,U87170,THROCKLEY PRIMARY CARE CENTRE,A86026,2179,341,156.4938045,227,36,16.52134006,20,0.9,47.84
202406,13T,NEWCASTLE OUTER WEST PCN,U87170,THROCKLEY PRIMARY CARE CENTRE,A86026,2184,320,146.5201465,213,30,13.73626374,17,0.8,47.84
202407,13T,NEWCASTLE OUTER WEST PCN,U87170,THROCKLEY PRIMARY CARE CENTRE,A86026,2187,358,163.6945588,239,26,11.88843164,14,0.6,47.84
202408,13T,NEWCASTLE OUTER WEST PCN,U87170,THROCKLEY PRIMARY CARE CENTRE,A86026,2191,265,120.9493382,177,28,12.77955272,16,0.7,47.84
202409,13T,NEWCASTLE OUTER WEST PCN,U87170,THROCKLEY PRIMARY CARE CENTRE,A86026,2197,317,144.287665,211,22,10.01365498,12,0.5,47.84
202410,13T,NEWCASTLE OUTER WEST PCN,U87170,THROCKLEY PRIMARY CARE CENTRE,A86026,2199,351,159.6180082,234,36,16.37107776,20,0.9,47.84
202411,13T,NEWCASTLE OUTER WEST PCN,U87170,THROCKLEY PRIMARY CARE CENTRE,A86026,2207,337,152.6959674,225,33,14.95242411,18,0.8,47.84
202412,13T,NEWCASTLE OUTER WEST PCN,U87170,THROCKLEY PRIMARY CARE CENTRE,A86026,2208,288,130.4347826,192,23,10.41666667,13,0.6,47.84
202501,13T,NEWCASTLE OUTER WEST PCN,U87170,THROCKLEY PRIMARY CARE CENTRE,A86026,2215,406,183.2957111,271,30,13.54401806,17,0.8,47.84
202301,13T,NEWCASTLE EAST PCN,U17849,WALKER MEDICAL GROUP,A86011,3309,491,148.3831973,327,26,7.857358719,14,0.4,67.36
202302,13T,NEWCASTLE EAST PCN,U17849,WALKER MEDICAL GROUP,A86011,3299,421,127.6144286,281,21,6.365565323,12,0.4,67.36
202303,13T,NEWCASTLE EAST PCN,U17849,WALKER MEDICAL GROUP,A86011,3288,508,154.5012165,339,29,8.819951338,16,0.5,67.36
202304,13T,NEWCASTLE EAST PCN,U17849,WALKER MEDICAL GROUP,A86011,3289,435,132.2590453,290,27,8.209182122,15,0.5,67.36
202305,13T,NEWCASTLE EAST PCN,U17849,WALKER MEDICAL GROUP,A86011,3289,454,138.0358772,303,22,6.688963211,12,0.4,67.36
202306,13T,NEWCASTLE EAST PCN,U17849,WALKER MEDICAL GROUP,A86011,3276,487,148.6568987,325,37,11.29426129,21,0.6,67.36
202307,13T,NEWCASTLE EAST PCN,U17849,WALKER MEDICAL GROUP,A86011,3269,478,146.2220863,319,22,6.729886816,12,0.4,67.36
202308,13T,NEWCASTLE EAST PCN,U17849,WALKER MEDICAL GROUP,A86011,3269,528,161.5172836,352,24,7.341694708,13,0.4,67.36
202309,13T,NEWCASTLE EAST PCN,U17849,WALKER MEDICAL GROUP,A86011,3262,491,150.5211527,327,18,5.518087063,10,0.3,67.36
202310,13T,NEWCASTLE EAST PCN,U17849,WALKER MEDICAL GROUP,A86011,3259,482,147.8981283,321,27,8.284749923,15,0.5,67.36
202311,13T,NEWCASTLE EAST PCN,U17849,WALKER MEDICAL GROUP,A86011,3247,490,150.908531,327,13,4.003695719,7,0.2,67.36
202312,13T,NEWCASTLE EAST PCN,U17849,WALKER MEDICAL GROUP,A86011,3249,446,137.2730071,297,19,5.847953216,11,0.3,67.36
202401,13T,NEWCASTLE EAST PCN,U17849,WALKER MEDICAL GROUP,A86011,3238,487,150.4014824,325,22,6.79431748,12,0.4,67.36
