Year Month,Country,BNF Chemical Substance plus Code,BNF Presentation,Supplier Name,Items,Actual Cost,ADQ Usage,List Size
202507,ENGLAND,Co-dydramol (Dihydrocodeine/paracetamol) (0407010N0),Co-dydramol 10mg/500mg/5ml oral suspension,Specials,5,142.09363117483,,63879648
202507,ENGLAND,Tramadol hydrochloride (040702040),Tramadol 50mg/5ml oral suspension,Specials,3,3439.33914808617,60,63879648
202507,ENGLAND,Oxycodone hydrochloride (0407020AD),Oxycodone 5mg/5ml oral solution,Specials,47,450.430967920438,201.6666586,63879648
202507,ENGLAND,Oxycodone hydrochloride/naloxone hydrochloride (0407020AF),Oxycodone 40mg/5ml / Naloxone 20mg/5ml oral suspension,Specials,1,9.7224,,63879648
202507,ENGLAND,Codeine phosphate (0407020C0),Codeine 30mg/5ml oral solution,Specials,1,1.0524,13.99999986,63879648
202507,ENGLAND,Dihydrocodeine tartrate (0407020G0),Dihydrocodeine 10mg/5ml oral suspension,Specials,13,3125.41761201611,265.66665604,63879648
202507,ENGLAND,Diamorphine hydrochloride (Systemic) (0407020K0),Diamorphine 500mg oral powder sachets,Specials,1,314.5096,150.000000003,63879648
202507,ENGLAND,Diamorphine hydrochloride (Systemic) (0407020K0),Diamorphine hydrochloride powder,Specials,13,4570.9104,,63879648
202507,ENGLAND,Morphine sulfate (0407020Q0),Morphine sulfate 10mg/10ml inj pre-filled syringes,Specials,1,2.2024,1.666666665,63879648
202507,ENGLAND,Morphine sulfate (0407020Q0),Morphine sulfate 15mg suppositories,Specials,1,165.0124,6,63879648
202507,ENGLAND,Morphine sulfate (0407020Q0),Morphine sulfate 5mg/5ml oral solution,Specials,1,417.1924,1,63879648
202507,ENGLAND,Pethidine hydrochloride (0407020V0),Pethidine 50mg capsules,Specials,4,5166.7096,100,63879648
202507,ENGLAND,Gabapentin (Neuropathic Pain) (0407030AD),Gabapentin 6% gel,Specials,11,6418.0264,,63879648
202507,ENGLAND,Clonidine hydrochloride (0407042F0),Clonidine 100micrograms/5ml oral liquid,Specials,7,7541.5068,1340,63879648
202507,ENGLAND,Clonidine hydrochloride (0407042F0),Clonidine 50micrograms/5ml oral liquid,Specials,35,31449.154,1593.4,63879648
202507,ENGLAND,Pizotifen malate (0407042Q0),Pizotifen 250micrograms/5ml oral solution,Specials,15,2893.49858301931,1359.99999864,63879648
202507,ENGLAND,Pizotifen malate (0407042Q0),Pizotifen 250micrograms/5ml oral suspension,Specials,61,6672.30900308047,6953.33332638,63879648
202507,ENGLAND,Pizotifen malate (0407042Q0),Pizotifen 500micrograms/5ml oral suspension,Specials,2,2464.5448,379.99999962,63879648
202507,ENGLAND,Valproic acid (040801020),Valproic acid 500mg/5ml oral liquid,Specials,3,2403.1972,99.9999996,63879648
202507,ENGLAND,Topiramate (040801050),Topiramate 100mg/5ml oral solution,Specials,6,2211.1744,98,63879648
202507,ENGLAND,Topiramate (040801050),Topiramate 100mg/5ml oral suspension,Specials,2,1273.28651149098,56,63879648
202507,ENGLAND,Topiramate (040801050),Topiramate 25mg/5ml oral suspension,Specials,68,4895.74386171765,632.3,63879648
202507,ENGLAND,Topiramate (040801050),Topiramate 50mg/5ml oral suspension,Specials,9,6854.5616,89.25,63879648
202507,ENGLAND,Clobazam (040801060),Clobazam 10mg/5ml oral liquid,Specials,58,6989.4679385966,1828.8,63879648
202507,ENGLAND,Clobazam (040801060),Clobazam 2.5mg capsules,Specials,1,488.0124,7,63879648
202507,ENGLAND,Clobazam (040801060),Clobazam 2mg/5ml oral liquid,Specials,1,123.0724,2,63879648
202507,ENGLAND,Clobazam (040801060),Clobazam 5mg/5ml oral liquid,Specials,39,4130.14288940634,564.35,63879648
202507,ENGLAND,Felbamate (0408010AA),Felbamate 600mg tablets,Specials,4,4021.7296,,63879648
202507,ENGLAND,Tiagabine (0408010AB),Tiagabine 2.5mg/5ml oral suspension,Specials,1,1763.8724,13.99999944,63879648
202507,ENGLAND,Zonisamide (0408010AD),Zonisamide 25mg/5ml oral suspension,Specials,7,3686.2868,,63879648
202507,ENGLAND,Zonisamide (0408010AD),Zonisamide 50mg/5ml oral solution,Specials,5,5773.782,,63879648
202507,ENGLAND,Zonisamide (0408010AD),Zonisamide 50mg/5ml oral suspension,Specials,18,51545.1332,,63879648
202507,ENGLAND,Pregabalin (0408010AE),Pregabalin 150mg/5ml oral liquid,Specials,2,2408.5648,70,63879648
202507,ENGLAND,Pregabalin (0408010AE),Pregabalin 200mg/5ml oral liquid,Specials,1,1400.0124,27.99999993,63879648
202507,ENGLAND,Pregabalin (0408010AE),Pregabalin 75mg/5ml oral solution,Specials,11,2754.1564,100.75,63879648
202507,ENGLAND,Pregabalin (0408010AE),Pregabalin 75mg/5ml oral suspension,Specials,30,4268.072,526,63879648
202507,ENGLAND,Carbamazepine (0408010C0),Carbamazepine 100mg/5ml oral liquid,Specials,2,19.9848,19.375,63879648
202507,ENGLAND,Carbamazepine (0408010C0),Carbamazepine 500mg/5ml oral suspension,Specials,20,38604.438,513.75,63879648
202507,ENGLAND,Clonazepam (0408010F0),Clonazepam 125micrograms/5ml oral liquid,Specials,2,656.7448,1.25,63879648
202507,ENGLAND,Clonazepam (0408010F0),Clonazepam 250micrograms/5ml oral solution,Specials,10,536.880060074619,16.275,63879648
202507,ENGLAND,Clonazepam (0408010F0),Clonazepam 250micrograms/5ml oral suspension,Specials,8,1956.58254432239,26.75,63879648
202507,ENGLAND,Clonazepam (0408010F0),Clonazepam 2mg/5ml oral liquid,Specials,5,3311.722,196,63879648
202507,ENGLAND,Clonazepam (0408010F0),Clonazepam 500micrograms/5ml oral liquid,Specials,12,7035.1288,178.75,63879648
202507,ENGLAND,Gabapentin (0408010G0),Gabapentin 100mg/5ml oral solution,Specials,21,6236.6304,153.99999384,63879648
202507,ENGLAND,Gabapentin (0408010G0),Gabapentin 100mg/5ml oral suspension,Specials,13,2966.9012,98.3333294,63879648
202507,ENGLAND,Gabapentin (0408010G0),Gabapentin 250mg/5ml oral liquid,Specials,35,4662.51466778281,852.0833197,63879648
202507,ENGLAND,Gabapentin (0408010G0),Gabapentin 300mg/5ml oral liquid,Specials,11,6029.3664,194,63879648
202507,ENGLAND,Gabapentin (0408010G0),Gabapentin 400mg/5ml oral solution,Specials,1,332.0124,13.333334,63879648
202507,ENGLAND,Gabapentin (0408010G0),Gabapentin 400mg/5ml oral suspension,Specials,28,7557.2272,1142.0000571,63879648
202507,ENGLAND,Gabapentin (0408010G0),Gabapentin 500mg/5ml oral liquid,Specials,2,2277.3248,108.3333329,63879648
202507,ENGLAND,Lamotrigine (0408010H0),Lamotrigine 25mg/5ml oral liquid,Specials,3,8191.2972,105,63879648
202507,ENGLAND,Lamotrigine (0408010H0),Lamotrigine 50mg/5ml oral suspension,Specials,86,44499.0964,2073,63879648
202507,ENGLAND,Lamotrigine (0408010H0),Lamotrigine 5mg/5ml oral liquid,Specials,2,4188.0248,6,63879648
202507,ENGLAND,Phenobarbital (0408010N0),Phenobarbital 100mg capsules,Specials,1,448.3124,31.111111108,63879648
202507,ENGLAND,Phenobarbital (0408010N0),Phenobarbital 10mg/5ml oral liquid,Specials,3,1925.7972,26.6666664,63879648
202507,ENGLAND,Phenobarbital (0408010N0),Phenobarbital 125mg/5ml oral liquid,Specials,1,582.9624,27.7777777,63879648
202507,ENGLAND,Phenobarbital (0408010N0),Phenobarbital 15mg/5ml oral liquid,Specials,1,373.9424,4.99999995,63879648
202507,ENGLAND,Phenobarbital (0408010N0),Phenobarbital 20mg/5ml oral liquid,Specials,6,2417.4844,78.711110324,63879648
202507,ENGLAND,Phenobarbital (0408010N0),Phenobarbital 250mg/5ml oral liquid,Specials,4,4500.6896,977.7777768,63879648
202507,ENGLAND,Phenobarbital (0408010N0),Phenobarbital 25mg/5ml oral solution,Specials,1,598.0324,27.7777775,63879648
202507,ENGLAND,Phenobarbital (0408010N0),Phenobarbital 25mg/5ml oral suspension,Specials,3,4972.0772,133.333332,63879648
202507,ENGLAND,Phenobarbital (0408010N0),Phenobarbital 300mg/5ml oral liquid,Specials,1,569.8224,333.333333,63879648
202507,ENGLAND,Phenobarbital (0408010N0),Phenobarbital 30mg/5ml oral liquid,Specials,3,2252.7372,119.9999988,63879648
202507,ENGLAND,Phenobarbital (0408010N0),Phenobarbital 50mg/5ml oral solution,Specials,228,25518.3058307081,7566.555547989,63879648
202507,ENGLAND,Phenobarbital (0408010N0),Phenobarbital 50mg/5ml oral suspension,Specials,136,11197.8401877114,5117.666661549,63879648
202507,ENGLAND,Phenobarbital (0408010N0),Phenobarbital 75mg/5ml oral liquid,Specials,2,2357.5848,83.333333,63879648
202507,ENGLAND,Phenobarbital sodium (0408010P0),Phenobarbital sodium 125mg/5ml oral liquid,Specials,1,582.9624,27.7777777,63879648
202507,ENGLAND,Phenobarbital sodium (0408010P0),Phenobarbital sodium 50mg/5ml oral liquid,Specials,1,92.6024,16.66666665,63879648
202507,ENGLAND,Phenytoin sodium (0408010Q0),Phenytoin sodium 50mg/5ml oral liquid,Specials,1,540.0124,44.4444444,63879648
202507,ENGLAND,Primidone (0408010U0),Primidone 250mg/5ml oral suspension,Specials,15,1849.35658636241,405,63879648
202507,ENGLAND,Primidone (0408010U0),Primidone 25mg/5ml oral suspension,Specials,2,1327.4748,6.8,63879648
202507,ENGLAND,Primidone (0408010U0),Primidone 50mg capsules,Specials,1,4.9024,10,63879648
202507,ENGLAND,Primidone (0408010U0),Primidone 50mg/5ml oral suspension,Specials,35,779.327865007923,177.6,63879648
202507,ENGLAND,Primidone (0408010U0),Primidone 62.5mg/5ml oral suspension,Specials,10,474.340311088623,99,63879648
202507,ENGLAND,Sodium valproate (0408010W0),Sodium valproate 300mg suppositories,Specials,6,45811.2744,,63879648
202507,ENGLAND,Sultiame (0408010Y0),Sultiame 50mg tablets,Specials,7,2374.2968,,63879648
202507,ENGLAND,Phenytoin (0408010Z0),Phenytoin 90mg/5ml oral solution,Specials,4,1929.0996,1000,63879648
202507,ENGLAND,Phenytoin (0408010Z0),Phenytoin 90mg/5ml oral suspension,Specials,34,1172.00283192119,7640,63879648
202507,ENGLAND,Paraldehyde (0408020Q0),Paraldehyde 50% in Olive oil rectal solution,Specials,246,7078.34970443359,,63879648
202507,ENGLAND,Midazolam maleate (0408020V0),Midazolam 10mg/ml oral liquid,Specials,126,98938.1235397103,,63879648
202507,ENGLAND,Midazolam maleate (0408020V0),Midazolam 12.5mg/5ml oral liquid,Specials,4,2895.8296,,63879648
202507,ENGLAND,Midazolam maleate (0408020V0),Midazolam 25mg/5ml oral liquid,Specials,1,85.5124,,63879648
202507,ENGLAND,Midazolam maleate (0408020V0),Midazolam 5mg/5ml oral liquid,Specials,1,675.7524,,63879648
202507,ENGLAND,Midazolam hydrochloride (0408020W0),Midazolam 10mg/2ml oromucosal soln pf oral syringes SF,Specials,1,91.5124,,63879648
202507,ENGLAND,Co-careldopa (Carbidopa/levodopa) (0409010N0),Co-careldopa 12.5mg/50mg/5ml oral suspension,Specials,22,2610.2328,,63879648
202507,ENGLAND,Co-careldopa (Carbidopa/levodopa) (0409010N0),Co-careldopa 25mg/100mg/5ml oral solution,Specials,5,2780.942,,63879648
202507,ENGLAND,Co-careldopa (Carbidopa/levodopa) (0409010N0),Co-careldopa 25mg/100mg/5ml oral suspension,Specials,22,1618.86668537767,,63879648
202507,ENGLAND,Co-careldopa (Carbidopa/levodopa) (0409010N0),Co-careldopa 6.25mg/25mg/5ml oral suspension,Specials,2,627.2548,,63879648
202507,ENGLAND,Selegiline hydrochloride (0409010T0),Selegiline 10mg/5ml oral solution,Specials,1,1990.5124,40,63879648
202507,ENGLAND,Entacapone (0409010V0),Entacapone 200mg/5ml oral suspension,Specials,4,4087.25442347732,134.66666532,63879648
202507,ENGLAND,Trihexyphenidyl hydrochloride (0409020C0),Trihexyphenidyl 2mg/5ml oral solution,Specials,38,1272.8941068989,1141.5,63879648
202507,ENGLAND,Trihexyphenidyl hydrochloride (0409020C0),Trihexyphenidyl 2mg/5ml oral suspension,Specials,5,1438.28664785295,150,63879648
202507,ENGLAND,Trihexyphenidyl hydrochloride (0409020C0),Trihexyphenidyl 5mg/5ml oral suspension,Specials,7,6738.9168,753,63879648
202507,ENGLAND,Benzatropine mesilate (0409020E0),Benzatropine 2mg tablets,Specials,2,694.1048,140,63879648
202507,ENGLAND,Procyclidine hydrochloride (0409020S0),Procyclidine 5mg/5ml oral liquid,Specials,4,1851.1296,76.6666659,63879648
202507,ENGLAND,Tetrabenazine (0409030C0),Tetrabenazine 12.5mg/5ml oral suspension,Specials,22,893.3928,447.5,63879648
202507,ENGLAND,Tetrabenazine (0409030C0),Tetrabenazine 25mg/5ml oral suspension,Specials,34,2055.53854932956,1228,63879648
202507,ENGLAND,Methadone hydrochloride (0410030C0),Methadone 10mg/5ml oral liquid,Specials,1,92.5724,,63879648
202507,ENGLAND,Methadone hydrochloride (0410030C0),Methadone 1mg/ml oral solution sugar free,Specials,14,145.53,,63879648
202507,ENGLAND,Methadone hydrochloride (0410030C0),Methadone 50mg/5ml oral liquid,Specials,5,51.884,,63879648
202507,ENGLAND,Naltrexone hydrochloride (0410030E0),Naltrexone 1.5mg capsules,Specials,3,935.0772,,63879648
202507,ENGLAND,Naltrexone hydrochloride (0410030E0),Naltrexone 12.5mg/5ml oral suspension,Specials,1,1300.3924,,63879648
202507,ENGLAND,Naltrexone hydrochloride (0410030E0),Naltrexone 2mg capsules,Specials,4,1350.5496,,63879648
202507,ENGLAND,Naltrexone hydrochloride (0410030E0),Naltrexone 5mg/5ml oral solution,Specials,16,513.623364080137,,63879648
202507,ENGLAND,Naltrexone hydrochloride (0410030E0),Naltrexone 5mg/5ml oral suspension,Specials,10,368.945248034729,,63879648
202507,ENGLAND,Doxycycline hyclate (0501030I0),Doxycycline 50mg/5ml oral solution,Specials,16,7500.9584,250.2,63879648
202507,ENGLAND,Doxycycline hyclate (0501030I0),Doxycycline 50mg/5ml oral suspension,Specials,52,6443.49198165204,1116.2,63879648
202507,ENGLAND,Azithromycin (0501050A0),Azithromycin 200mg/5ml oral suspension sugar free,Specials,5,632.902,20.64,63879648
202507,ENGLAND,Clindamycin hydrochloride (0501060D0),Clindamycin 150mg/5ml oral suspension,Specials,1,792.1624,11.75,63879648
202507,ENGLAND,Clindamycin hydrochloride (0501060D0),Clindamycin 300mg/5ml oral solution,Specials,1,2134.5324,28,63879648
202507,ENGLAND,Clindamycin hydrochloride (0501060D0),Clindamycin 75mg/5ml oral solution,Specials,1,13.3724,1.175,63879648
202507,ENGLAND,Clindamycin hydrochloride (0501060D0),Clindamycin 75mg/5ml oral suspension,Specials,37,1052.69942702546,277.9,63879648
202507,ENGLAND,Vancomycin hydrochloride (0501070U0),Vancomycin 125mg/5ml oral liquid,Specials,1,702.3324,5,63879648
202507,ENGLAND,Vancomycin hydrochloride (0501070U0),Vancomycin 250mg/5ml oral liquid,Specials,5,3231.072,70,63879648
202507,ENGLAND,Rifaximin (0501070X0),Rifaximin 100mg/5ml oral suspension,Specials,3,3516.2772,,63879648
202507,ENGLAND,Pristinamycin (0501070Z0),Pristinamycin 500mg tablets,Specials,3,1295.5672,,63879648
202507,ENGLAND,Isoniazid (0501090K0),Isoniazid 50mg/5ml oral solution,Specials,7,386.023318609707,183.3333315,63879648
202507,ENGLAND,Clofazimine (0501100C0),Clofazimine 100mg capsules,Specials,4,998.4496,224,63879648
202507,ENGLAND,Clofazimine (0501100C0),Clofazimine 50mg capsules,Specials,1,336.9024,28,63879648
202507,ENGLAND,Metronidazole (0501110C0),Metronidazole 100mg/5ml oral suspension,Specials,7,1235.9468,,63879648
202507,ENGLAND,Metronidazole (0501110C0),Metronidazole 200mg/5ml oral solution,Specials,1,109.3924,,63879648
202507,ENGLAND,Nitrofurantoin (0501130R0),Nitrofurantoin 100mg/5ml oral liquid,Specials,1,497.3124,7,63879648
202507,ENGLAND,Nitrofurantoin (0501130R0),Nitrofurantoin 12.5mg/5ml oral liquid,Specials,1,499.3324,1.5,63879648
202507,ENGLAND,Nitrofurantoin (0501130R0),Nitrofurantoin 16mg/5ml oral liquid,Specials,1,446.1824,0.96,63879648
202507,ENGLAND,Nitrofurantoin (0501130R0),Nitrofurantoin 25mg/5ml oral liquid,Specials,24,4646.0076,118.15,63879648
202507,ENGLAND,Nitrofurantoin (0501130R0),Nitrofurantoin 50mg/5ml oral liquid,Specials,4,697.2796,45.9,63879648
202507,ENGLAND,Fosfomycin calcium (0501130S0),Fosfomycin 500mg capsules,Specials,1,145.5124,,63879648
202507,ENGLAND,Itraconazole (0502010C0),Itraconazole 50mg/5ml oral liquid,Specials,2,196.1848,34,63879648
202507,ENGLAND,Voriconazole (0502010D0),Voriconazole 1% eye drops,Specials,1,963.2824,,63879648
202507,ENGLAND,Nystatin (0502030B0),"Nystatin 100,000units/ml oral suspension sugar free",Specials,14,493.2136,61.5,63879648
202507,ENGLAND,Griseofulvin (0502050B0),Griseofulvin 125mg/5ml oral suspension,Specials,67,2417.6391359822,733.4,63879648
202507,ENGLAND,Griseofulvin (0502050B0),Griseofulvin 150mg/5ml oral suspension,Specials,1,767.0124,18,63879648
202507,ENGLAND,Griseofulvin (0502050B0),Griseofulvin 175mg/5ml oral suspension,Specials,21,973.533340180968,313.6,63879648
202507,ENGLAND,Terbinafine hydrochloride (0502050C0),Terbinafine 125mg/5ml oral liquid,Specials,3,1310.8872,31.5,63879648
202507,ENGLAND,Terbinafine hydrochloride (0502050C0),Terbinafine 250mg/5ml oral solution,Specials,43,6335.21995394588,714,63879648
202507,ENGLAND,Terbinafine hydrochloride (0502050C0),Terbinafine 250mg/5ml oral suspension,Specials,73,2400.83811272488,1319,63879648
202507,ENGLAND,Amantadine hydrochloride (0503040C0),Amantadine 100mg tablets,Specials,1,5.3124,28,63879648
202507,ENGLAND,Quinine sulfate (0504010Y0),Quinine sulfate 200mg/5ml oral suspension,Specials,21,946.036755245071,,63879648
202507,ENGLAND,Quinine sulfate (0504010Y0),Quinine sulfate 300mg/5ml oral suspension,Specials,8,337.022930299945,,63879648
202507,ENGLAND,Mepacrine hydrochloride (0504040M0),Mepacrine 50mg capsules,Specials,5,3028.462,,63879648
202507,ENGLAND,Paromomycin sulfate (0504050T0),Paromomycin 250mg tablets,Specials,2,374.1448,,63879648
202507,ENGLAND,Albendazole (0505030A0),Albendazole 400mg chewable tablets,Specials,5,75.722,,63879648
202507,ENGLAND,Praziquantel (0505050P0),Praziquantel 600mg tablets,Specials,2,1829.0248,,63879648
202507,ENGLAND,Ivermectin (0505060I0),Ivermectin 6mg tablets,Specials,7,223.3968,,63879648
202507,ENGLAND,Glibenclamide (0601021H0),Glibenclamide 2.5mg tablets,Specials,1,718.2124,37.5,63879648
202507,ENGLAND,Glibenclamide (0601021H0),Glibenclamide 5mg/5ml oral liquid,Specials,2,1504.8648,40,63879648
202507,ENGLAND,Gliclazide (0601021M0),Gliclazide 40mg/5ml oral suspension,Specials,50,1442.61181592658,806,63879648
202507,ENGLAND,Gliclazide (0601021M0),Gliclazide 80mg/5ml oral suspension,Specials,70,1300.33866970523,2079,63879648
202507,ENGLAND,Metformin hydrochloride (0601022B0),Metformin 1g/5ml oral solution,Specials,1,93.114139582394,19.99999995,63879648
202507,ENGLAND,Metformin hydrochloride (0601022B0),Metformin 500mg/5ml oral liquid,Specials,12,210.8688,99.999999,63879648
202507,ENGLAND,Diazoxide (0601040E0),Diazoxide 250mg/5ml oral solution,Specials,1,485.5124,,63879648
202507,ENGLAND,Diazoxide (0601040E0),Diazoxide 250mg/5ml oral suspension,Specials,19,5140.9256,,63879648
202507,ENGLAND,Diazoxide (0601040E0),Diazoxide 50mg/5ml oral suspension,Specials,8,463.477027718576,,63879648
202507,ENGLAND,Liothyronine sodium (0602010M0),Liothyronine 10microgram capsules,Specials,1,724.4124,21,63879648
202507,ENGLAND,Levothyroxine sodium (0602010V0),Levothyroxine sodium 100micrograms/5ml oral liquid,Specials,3,1448.3572,107,63879648
202507,ENGLAND,Levothyroxine sodium (0602010V0),Levothyroxine sodium 12.5micrograms/5ml oral liquid,Specials,1,212.4624,10.5,63879648
202507,ENGLAND,Levothyroxine sodium (0602010V0),Levothyroxine sodium 250micrograms/5ml oral liquid,Specials,1,837.6224,50,63879648
202507,ENGLAND,Levothyroxine sodium (0602010V0),Levothyroxine sodium 25micrograms/5ml oral liquid,Specials,1,17.7224,5,63879648
202507,ENGLAND,Levothyroxine sodium (0602010V0),Levothyroxine sodium 37.5micrograms/5ml oral liquid,Specials,1,1235.5624,10.5,63879648
202507,ENGLAND,Levothyroxine sodium (0602010V0),Levothyroxine sodium 375microgram capsules,Specials,1,4320.0124,337.5,63879648
202507,ENGLAND,Levothyroxine sodium (0602010V0),Levothyroxine sodium 50micrograms/5ml oral liquid,Specials,3,321.569867011495,50,63879648
202507,ENGLAND,Carbimazole (0602020D0),Carbimazole 10mg/5ml oral suspension,Specials,38,2263.24884459507,1039.9999974,63879648
202507,ENGLAND,Carbimazole (0602020D0),Carbimazole 2mg/5ml oral liquid,Specials,1,390.8824,2.6666666,63879648
202507,ENGLAND,Carbimazole (0602020D0),Carbimazole 5mg/5ml oral liquid,Specials,6,2131.2644,56.6666661,63879648
202507,ENGLAND,Fludrocortisone acetate (0603010I0),Fludrocortisone 100micrograms/5ml oral suspension,Specials,30,1330.072,,63879648
202507,ENGLAND,Fludrocortisone acetate (0603010I0),Fludrocortisone 20micrograms/5ml oral suspension,Specials,1,936.4124,,63879648
202507,ENGLAND,Fludrocortisone acetate (0603010I0),Fludrocortisone 50microgram tablets,Specials,4,20.0096,,63879648
202507,ENGLAND,Fludrocortisone acetate (0603010I0),Fludrocortisone 50micrograms/5ml oral suspension,Specials,21,625.3904,,63879648
202507,ENGLAND,Cortisone acetate (0603020F0),Cortisone 25mg tablets,Specials,1,266.0124,,63879648
202507,ENGLAND,Dexamethasone (0603020G0),Dexamethasone 2mg/5ml oral liquid,Specials,18,218.2232,,63879648
202507,ENGLAND,Dexamethasone (0603020G0),Dexamethasone 500micrograms/5ml oral liquid,Specials,2,387.6348,,63879648
202507,ENGLAND,Dexamethasone (0603020G0),Dexamethasone 5mg/5ml oral liquid,Specials,4,1484.8996,,63879648
202507,ENGLAND,Hydrocortisone (0603020J0),Hydrocortisone 10mg/5ml oral suspension,Specials,15,9032.356,,63879648
202507,ENGLAND,Hydrocortisone (0603020J0),Hydrocortisone 50mg/5ml oral suspension,Specials,1,558.2124,,63879648
202507,ENGLAND,Hydrocortisone (0603020J0),Hydrocortisone 5mg/5ml oral solution,Specials,25,7923.7,,63879648
202507,ENGLAND,Hydrocortisone (0603020J0),Hydrocortisone 5mg/5ml oral suspension,Specials,137,64542.9679065269,,63879648
202507,ENGLAND,Prednisolone (0603020T0),Prednisolone 15mg/5ml oral liquid,Specials,2,920.0448,,63879648
202507,ENGLAND,Prednisolone (0603020T0),Prednisolone 5mg/5ml oral liquid,Specials,6,1048.9044,,63879648
202507,ENGLAND,Ethinylestradiol (0604011D0),Ethinylestradiol 2microgram tablets,Specials,6,13206.5444,,63879648
202507,ENGLAND,Dydrogesterone (0604012F0),Dydrogesterone 10mg tablets,Specials,2,299.0248,,63879648
202507,ENGLAND,Finasteride (0604020C0),Finasteride 5mg/5ml oral suspension,Specials,36,4180.03353662408,,63879648
202507,ENGLAND,Testosterone propionate (0604020P0),Testosterone propionate 1% cream,Specials,19,5265.8556,,63879648
202507,ENGLAND,Desmopressin acetate (0605020E0),Desmopressin 10micrograms/ml intranasal solution,Specials,3,784.2372,,63879648
202507,ENGLAND,Desmopressin acetate (0605020E0),Desmopressin 2.5micrograms/dose nasal spray,Specials,1,423.1124,,63879648
202507,ENGLAND,Desmopressin acetate (0605020E0),Desmopressin 200micrograms/5ml oral liquid,Specials,18,8923.7732,,63879648
202507,ENGLAND,Desmopressin acetate (0605020E0),Desmopressin 20micrograms/5ml oral liquid,Specials,2,5034.6448,,63879648
202507,ENGLAND,Desmopressin acetate (0605020E0),Desmopressin 5micrograms/5ml oral solution,Specials,1,786.2124,,63879648
202507,ENGLAND,Danazol (0607020C0),Danazol 200mg capsules,Specials,4,4216.7696,,63879648
202507,ENGLAND,Secnidazole (0702020AA),Secnidazole 2g granules sachets,Specials,1,356.0124,,63879648
202507,ENGLAND,Nystatin (0702020T0),"Nystatin 100,000unit pessaries",Specials,65,25496.8388986088,,63879648
202507,ENGLAND,Boric acid (0702020Y0),Boric acid 600mg pessaries,Specials,11,7419.14451118357,,63879648
202507,ENGLAND,Distigmine bromide (0704010I0),Distigmine bromide 5mg tablets,Specials,2,995.6948,,63879648
202507,ENGLAND,Tamsulosin hydrochloride (0704010U0),Tamsulosin 400micrograms/5ml oral solution,Specials,53,3510.7765805039,,63879648
202507,ENGLAND,Tamsulosin hydrochloride (0704010U0),Tamsulosin 400micrograms/5ml oral suspension,Specials,30,2534.33030548165,,63879648
202507,ENGLAND,Duloxetine hydrochloride (0704020AA),Duloxetine 30mg/5ml oral suspension,Specials,26,14339.1024,584,63879648
202507,ENGLAND,Duloxetine hydrochloride (0704020AA),Duloxetine 60mg/5ml oral suspension,Specials,1,495.0124,28,63879648
202507,ENGLAND,Oxybutynin (0704020J0),Oxybutynin 2.5mg/5ml oral solution,Specials,10,2116.17048653092,,63879648
202507,ENGLAND,Oxybutynin (0704020J0),Oxybutynin 2.5mg/5ml oral suspension,Specials,1,181.5724,,63879648
202507,ENGLAND,Oxybutynin (0704020J0),Oxybutynin 5mg/5ml oral liquid,Specials,6,1713.7444,,63879648
202507,ENGLAND,Tolterodine (0704020N0),Tolterodine 2mg/5ml oral suspension,Specials,37,1767.88917655235,,63879648
202507,ENGLAND,Other urological pain preparations (070403000),Citric acid 334mg/Pot cit 550mg/Sod cit 500mg/5ml soln,Specials,11,1383.15397034413,,63879648
202507,ENGLAND,Yohimbine hydrochloride (0704050Y0),Yohimbine 5mg tablets,Specials,1,299.1824,,63879648
202507,ENGLAND,Sildenafil (Erectile Dysfunction) (0704050Z0),Sildenafil 10mg/5ml oral solution,Specials,1,88.6524,,63879648
202507,ENGLAND,Sildenafil (Erectile Dysfunction) (0704050Z0),Sildenafil 10mg/5ml oral suspension,Specials,3,289.914733806449,,63879648
202507,ENGLAND,Sildenafil (Erectile Dysfunction) (0704050Z0),Sildenafil 25mg/5ml oral suspension,Specials,4,350.691970796029,,63879648
202507,ENGLAND,Sildenafil (Erectile Dysfunction) (0704050Z0),Sildenafil 50mg/5ml oral liquid,Specials,1,224.1124,,63879648
202507,ENGLAND,Sildenafil (Erectile Dysfunction) (0704050Z0),Sildenafil 5mg/5ml oral liquid,Specials,1,221.9524,,63879648
202507,ENGLAND,Mercaptopurine (0801030L0),Mercaptopurine 25mg capsules,Specials,5,4110.072,,63879648
202507,ENGLAND,Mercaptopurine (0801030L0),Mercaptopurine 25mg tablets,Specials,2,614.9648,,63879648
202507,ENGLAND,Mercaptopurine (0801030L0),Mercaptopurine 75mg capsules,Specials,1,980.0124,,63879648
202507,ENGLAND,Mercaptopurine (0801030L0),Mercaptopurine 75mg tablets,Specials,2,1211.7648,,63879648
202507,ENGLAND,Hydroxycarbamide (0801050P0),Hydroxycarbamide 500mg/5ml oral solution,Specials,2,574.0248,,63879648
202507,ENGLAND,Hydroxycarbamide (0801050P0),Hydroxycarbamide 500mg/5ml oral suspension,Specials,2,2103.1648,,63879648
202507,ENGLAND,Azathioprine (0802010G0),Azathioprine 100mg/5ml oral suspension,Specials,5,9095.302,,63879648
202507,ENGLAND,Azathioprine (0802010G0),Azathioprine 250mg/5ml oral liquid,Specials,1,88.4424,,63879648
202507,ENGLAND,Azathioprine (0802010G0),Azathioprine 25mg/5ml oral solution,Specials,1,482.6824,,63879648
